datetime,hora,temp_ar,umidade,radiacao,vento_vel,precipitacao,pressao,hora_num,mes
2022-01-01 00:00:00,00:00,23.0,82.0,232.5,0.0,0.0,969.9,0,1
2022-01-01 01:00:00,01:00,23.1,83.0,232.5,0.0,0.0,970.1,1,1
2022-01-01 02:00:00,02:00,23.0,85.0,232.5,0.0,0.0,970.1,2,1
2022-01-01 03:00:00,03:00,22.9,85.0,232.5,0.0,0.0,969.8,3,1
2022-01-01 04:00:00,04:00,22.8,86.0,232.5,0.0,0.0,969.4,4,1
2022-01-01 05:00:00,05:00,22.8,86.0,232.5,0.0,0.0,968.9,5,1
2022-01-01 06:00:00,06:00,22.8,86.0,232.5,0.0,0.0,968.6,6,1
2022-01-01 07:00:00,07:00,22.9,85.0,232.5,0.0,0.0,968.7,7,1
2022-01-01 08:00:00,08:00,22.3,88.0,232.5,0.0,0.0,969.1,8,1
2022-01-01 09:00:00,09:00,22.5,89.0,232.5,0.0,0.0,969.8,9,1
2022-01-01 10:00:00,10:00,24.4,79.0,232.5,0.0,0.0,970.5,10,1
2022-01-01 11:00:00,11:00,24.4,76.0,459.2,0.0,0.0,971.1,11,1
2022-01-01 12:00:00,12:00,25.7,70.0,952.2,0.0,0.0,971.6,12,1
2022-01-01 13:00:00,13:00,26.2,68.0,1138.8,0.0,0.0,971.8,13,1
2022-01-01 14:00:00,14:00,26.9,67.0,1246.0,0.0,0.0,971.4,14,1
2022-01-01 15:00:00,15:00,27.6,68.0,1295.2,0.0,0.0,970.8,15,1
2022-01-01 16:00:00,16:00,29.7,55.0,2526.4,0.0,0.0,969.9,16,1
2022-01-01 17:00:00,17:00,30.3,53.0,2095.5,0.1,0.0,968.9,17,1
2022-01-01 18:00:00,18:00,31.3,50.0,1320.8,0.0,0.0,967.7,18,1
2022-01-01 19:00:00,19:00,30.4,51.0,1618.8,0.8,0.0,966.9,19,1
2022-01-01 20:00:00,20:00,30.3,50.0,1053.1,0.0,0.0,966.9,20,1
2022-01-01 21:00:00,21:00,29.3,54.0,218.3,0.0,0.0,967.6,21,1
2022-01-01 22:00:00,22:00,28.1,61.0,41.7,0.2,0.0,968.2,22,1
2022-01-01 23:00:00,23:00,27.7,60.0,37.550000000000004,0.0,0.0,969.0,23,1
2022-01-02 00:00:00,00:00,27.0,63.0,33.400000000000006,0.0,0.0,969.7,0,1
2022-01-02 01:00:00,01:00,26.5,67.0,29.250000000000004,0.0,0.0,970.5,1,1
2022-01-02 02:00:00,02:00,26.2,68.0,25.100000000000005,0.0,0.0,970.6,2,1
2022-01-02 03:00:00,03:00,26.2,70.0,20.950000000000003,0.0,0.0,970.4,3,1
2022-01-02 04:00:00,04:00,25.0,79.0,16.800000000000004,0.0,0.0,970.1,4,1
2022-01-02 05:00:00,05:00,25.0,79.0,12.650000000000006,0.0,0.0,969.8,5,1
2022-01-02 06:00:00,06:00,24.4,79.0,8.500000000000007,0.0,0.0,969.5,6,1
2022-01-02 07:00:00,07:00,22.4,91.0,4.3500000000000085,0.5,10.4,969.6,7,1
2022-01-02 08:00:00,08:00,22.5,91.0,0.2,0.0,0.0,970.0,8,1
2022-01-02 09:00:00,09:00,22.9,88.0,0.5,0.0,0.0,970.5,9,1
2022-01-02 10:00:00,10:00,23.3,86.0,103.9,0.0,0.0,971.0,10,1
