datetime,hora,temp_ar,umidade,radiacao,vento_vel,precipitacao,pressao,hora_num,mes,ESTACAO_ID
2022-01-01 00:00:00,00:00,20.9,96.0,915.8,1.3,0.2,922.0,0,1,garanhuns
2022-01-01 01:00:00,01:00,20.9,96.0,915.8,1.3,0.2,922.0,1,1,garanhuns
2022-01-01 02:00:00,02:00,20.9,96.0,915.8,1.3,0.2,922.0,2,1,garanhuns
2022-01-01 03:00:00,03:00,20.9,96.0,915.8,1.3,0.2,922.0,3,1,garanhuns
2022-01-01 04:00:00,04:00,20.9,96.0,915.8,1.3,0.2,922.0,4,1,garanhuns
2022-01-01 05:00:00,05:00,20.9,96.0,915.8,1.3,0.2,922.0,5,1,garanhuns
2022-01-01 06:00:00,06:00,20.9,96.0,915.8,1.3,0.2,922.0,6,1,garanhuns
2022-01-01 07:00:00,07:00,20.9,96.0,915.8,1.3,0.2,922.0,7,1,garanhuns
2022-01-01 08:00:00,08:00,20.9,96.0,915.8,1.3,0.2,922.0,8,1,garanhuns
2022-01-01 09:00:00,09:00,20.9,96.0,915.8,1.3,0.2,922.0,9,1,garanhuns
2022-01-01 10:00:00,10:00,20.9,96.0,915.8,1.3,0.2,922.0,10,1,garanhuns
2022-01-01 11:00:00,11:00,20.9,96.0,915.8,1.3,0.2,922.0,11,1,garanhuns
2022-01-01 12:00:00,12:00,20.9,96.0,915.8,1.3,0.2,922.0,12,1,garanhuns
2022-01-01 13:00:00,13:00,20.9,96.0,915.8,1.3,0.2,922.0,13,1,garanhuns
2022-01-01 14:00:00,14:00,20.9,96.0,915.8,1.3,0.2,922.0,14,1,garanhuns
2022-01-01 15:00:00,15:00,20.9,96.0,915.8,1.3,0.2,922.0,15,1,garanhuns
2022-01-01 16:00:00,16:00,20.9,96.0,915.8,1.3,0.2,922.0,16,1,garanhuns
2022-01-01 17:00:00,17:00,20.9,96.0,915.8,1.3,0.2,922.0,17,1,garanhuns
2022-01-01 18:00:00,18:00,20.9,96.0,915.8,1.3,0.2,922.0,18,1,garanhuns
2022-01-01 19:00:00,19:00,20.9,96.0,915.8,1.3,0.2,922.0,19,1,garanhuns
2022-01-01 20:00:00,20:00,20.9,96.0,915.8,1.3,0.2,922.0,20,1,garanhuns
2022-01-01 21:00:00,21:00,20.9,96.0,915.8,1.3,0.2,922.0,21,1,garanhuns
2022-01-01 22:00:00,22:00,20.9,96.0,915.8,1.3,0.2,922.0,22,1,garanhuns
2022-01-01 23:00:00,23:00,20.9,96.0,915.8,1.3,0.2,922.0,23,1,garanhuns
2022-01-02 00:00:00,00:00,20.9,96.0,915.8,1.3,0.2,922.0,0,1,garanhuns
2022-01-02 01:00:00,01:00,20.9,96.0,915.8,1.3,0.2,922.0,1,1,garanhuns
2022-01-02 02:00:00,02:00,20.9,96.0,915.8,1.3,0.2,922.0,2,1,garanhuns
2022-01-02 03:00:00,03:00,20.9,96.0,915.8,1.3,0.2,922.0,3,1,garanhuns
2022-01-02 04:00:00,04:00,20.9,96.0,915.8,1.3,0.2,922.0,4,1,garanhuns
2022-01-02 05:00:00,05:00,20.9,96.0,915.8,1.3,0.2,922.0,5,1,garanhuns
2022-01-02 06:00:00,06:00,20.9,96.0,915.8,1.3,0.2,922.0,6,1,garanhuns
