datetime,hora,temp_ar,umidade,radiacao,vento_vel,pressao,hora_num,mes
2024-01-01 00:00:00,00:00,22.2,84.0,82.6,3.5,922.1,0,1
2024-01-01 01:00:00,01:00,21.6,84.0,82.6,3.3,922.6,1,1
2024-01-01 02:00:00,02:00,21.7,84.0,82.6,2.1,922.5,2,1
2024-01-01 03:00:00,03:00,21.4,84.0,82.6,2.5,922.0,3,1
2024-01-01 04:00:00,04:00,21.3,84.0,82.6,3.4,921.4,4,1
2024-01-01 05:00:00,05:00,21.4,84.0,82.6,1.9,921.4,5,1
2024-01-01 06:00:00,06:00,21.1,84.0,82.6,2.6,921.2,6,1
2024-01-01 07:00:00,07:00,21.1,84.0,82.6,1.8,921.3,7,1
2024-01-01 08:00:00,08:00,21.2,84.0,82.6,1.5,921.6,8,1
2024-01-01 09:00:00,09:00,21.6,84.0,82.6,2.0,922.1,9,1
2024-01-01 10:00:00,10:00,23.2,84.0,649.5,2.8,922.3,10,1
2024-01-01 11:00:00,11:00,24.2,84.0,1253.0,2.7,922.9,11,1
2024-01-01 12:00:00,12:00,26.3,84.0,1836.3,2.9,922.8,12,1
2024-01-01 13:00:00,13:00,27.3,68.0,2722.5,2.4,922.5,13,1
2024-01-01 14:00:00,14:00,26.8,68.0,1548.6,2.2,922.2,14,1
2024-01-01 15:00:00,15:00,24.5,100.0,1024.3,1.2,921.7,15,1
2024-01-01 16:00:00,16:00,27.0,69.0,3616.7,3.6,920.8,16,1
2024-01-01 17:00:00,17:00,27.4,65.0,1356.7,3.0,919.6,17,1
2024-01-01 18:00:00,18:00,27.0,64.0,1511.6,4.0,919.1,18,1
2024-01-01 19:00:00,19:00,24.6,80.0,485.5,4.2,919.4,19,1
2024-01-01 20:00:00,20:00,22.1,79.76470588235294,155.1,2.5,920.0,20,1
2024-01-01 21:00:00,21:00,21.0,79.52941176470588,145.3,5.4,920.9,21,1
2024-01-01 22:00:00,22:00,20.6,79.29411764705883,146.09166666666667,3.3,921.0,22,1
2024-01-01 23:00:00,23:00,20.5,79.05882352941177,146.88333333333335,2.8,921.7,23,1
2024-01-02 00:00:00,00:00,20.2,78.82352941176471,147.675,1.1,921.8,0,1
2024-01-02 01:00:00,01:00,20.1,78.58823529411765,148.46666666666667,0.7,922.0,1,1
2024-01-02 02:00:00,02:00,20.5,78.3529411764706,149.25833333333335,2.1,921.6,2,1
2024-01-02 03:00:00,03:00,19.8,78.11764705882354,150.05,3.3,920.9,3,1
2024-01-02 04:00:00,04:00,19.9,77.88235294117646,150.84166666666667,4.7,920.5,4,1
2024-01-02 05:00:00,05:00,20.0,77.6470588235294,151.63333333333335,2.7,920.5,5,1
2024-01-02 06:00:00,06:00,20.3,77.41176470588235,152.425,3.1,920.5,6,1
2024-01-02 07:00:00,07:00,20.2,77.17647058823529,153.21666666666667,2.7,920.9,7,1
2024-01-02 08:00:00,08:00,20.1,76.94117647058823,154.00833333333335,1.8,921.1,8,1
2024-01-02 09:00:00,09:00,20.3,76.70588235294117,154.8,2.9,921.5,9,1
2024-01-02 10:00:00,10:00,22.3,76.47058823529412,955.9,1.4,922.1,10,1
2024-01-02 11:00:00,11:00,24.1,76.23529411764706,1917.0,2.5,922.4,11,1
2024-01-02 12:00:00,12:00,25.3,76.0,2264.2,2.5,922.3,12,1
2024-01-02 13:00:00,13:00,27.3,61.0,2007.9,1.9,922.0,13,1
2024-01-02 14:00:00,14:00,27.8,62.0,3424.2,2.8,921.7,14,1
2024-01-02 15:00:00,15:00,27.2,58.0,1700.9,2.5,921.5,15,1
2024-01-02 16:00:00,16:00,30.3,47.0,3190.8,1.8,920.6,16,1
2024-01-02 17:00:00,17:00,29.0,48.0,1314.6,2.9,919.7,17,1
2024-01-02 18:00:00,18:00,29.6,44.0,1322.8,2.6,919.3,18,1
2024-01-02 19:00:00,19:00,31.2,41.0,1478.7,1.5,918.9,19,1
2024-01-02 20:00:00,20:00,28.7,51.0,278.2,2.8,919.1,20,1
2024-01-02 21:00:00,21:00,26.5,70.0,82.6,1.4,919.6,21,1
2024-01-02 22:00:00,22:00,25.4,85.0,82.27499999999999,4.1,920.5,22,1
2024-01-02 23:00:00,23:00,23.7,84.57142857142857,81.94999999999999,5.1,921.4,23,1
2024-01-03 00:00:00,00:00,23.0,84.14285714285714,81.625,4.5,921.8,0,1
2024-01-03 01:00:00,01:00,22.8,83.71428571428571,81.3,4.2,922.5,1,1
2024-01-03 02:00:00,02:00,22.1,83.28571428571429,80.975,4.2,922.0,2,1
2024-01-03 03:00:00,03:00,21.7,82.85714285714286,80.65,5.0,921.2,3,1
2024-01-03 04:00:00,04:00,21.6,82.42857142857143,80.325,5.3,920.9,4,1
2024-01-03 05:00:00,05:00,21.4,82.0,80.0,4.2,920.7,5,1
2024-01-03 06:00:00,06:00,20.7,81.57142857142857,79.675,4.0,920.6,6,1
2024-01-03 07:00:00,07:00,20.6,81.14285714285714,79.35,6.2,920.8,7,1
2024-01-03 08:00:00,08:00,20.9,80.71428571428571,79.025,6.7,921.4,8,1
2024-01-03 09:00:00,09:00,21.2,80.28571428571429,78.7,5.0,922.1,9,1
2024-01-03 10:00:00,10:00,21.9,79.85714285714286,519.5,6.1,922.6,10,1
2024-01-03 11:00:00,11:00,23.2,79.42857142857143,1234.1,6.1,923.2,11,1
2024-01-03 12:00:00,12:00,24.6,79.0,2517.1,6.1,923.5,12,1
2024-01-03 13:00:00,13:00,27.0,68.0,2876.5,4.7,923.5,13,1
2024-01-03 14:00:00,14:00,28.3,61.0,3827.7,4.1,923.4,14,1
2024-01-03 15:00:00,15:00,29.2,56.0,3901.5,4.4,922.6,15,1
2024-01-03 16:00:00,16:00,31.2,48.0,3732.5,3.1,921.8,16,1
2024-01-03 17:00:00,17:00,30.6,49.0,3026.7,3.8,921.0,17,1
2024-01-03 18:00:00,18:00,31.4,44.0,2188.7,5.0,920.1,18,1
2024-01-03 19:00:00,19:00,30.8,44.0,1583.3,3.7,920.0,19,1
2024-01-03 20:00:00,20:00,27.5,68.0,709.6,6.1,920.3,20,1
2024-01-03 21:00:00,21:00,25.6,82.0,32.0,5.8,920.9,21,1
2024-01-03 22:00:00,22:00,24.4,94.0,39.983333333333334,4.6,921.5,22,1
2024-01-03 23:00:00,23:00,23.7,93.3076923076923,47.96666666666667,4.2,922.4,23,1
2024-01-04 00:00:00,00:00,23.4,92.61538461538461,55.95,4.1,922.8,0,1
2024-01-04 01:00:00,01:00,23.4,91.92307692307692,63.93333333333334,5.2,922.7,1,1
2024-01-04 02:00:00,02:00,22.6,91.23076923076923,71.91666666666667,4.5,922.5,2,1
2024-01-04 03:00:00,03:00,22.0,90.53846153846153,79.9,5.2,921.8,3,1
2024-01-04 04:00:00,04:00,21.6,89.84615384615384,87.88333333333333,2.6,921.7,4,1
2024-01-04 05:00:00,05:00,21.1,89.15384615384616,95.86666666666667,5.5,921.1,5,1
2024-01-04 06:00:00,06:00,20.7,88.46153846153847,103.85000000000001,4.0,921.1,6,1
2024-01-04 07:00:00,07:00,20.4,87.76923076923077,111.83333333333334,4.3,921.2,7,1
2024-01-04 08:00:00,08:00,20.4,87.07692307692308,119.81666666666668,4.5,921.6,8,1
2024-01-04 09:00:00,09:00,21.0,86.38461538461539,127.8,4.6,922.3,9,1
2024-01-04 10:00:00,10:00,21.7,85.6923076923077,702.8,6.3,922.8,10,1
2024-01-04 11:00:00,11:00,23.3,85.0,1490.1,5.2,923.1,11,1
2024-01-04 12:00:00,12:00,25.8,69.0,2517.2,5.2,923.2,12,1
2024-01-04 13:00:00,13:00,26.5,62.0,2957.7,4.4,923.0,13,1
2024-01-04 14:00:00,14:00,28.6,55.0,3262.4,4.0,922.5,14,1
2024-01-04 15:00:00,15:00,31.2,46.0,3024.6,3.3,921.9,15,1
2024-01-04 16:00:00,16:00,30.3,44.0,3498.4,3.0,921.1,16,1
2024-01-04 17:00:00,17:00,30.7,42.0,2861.8,3.5,920.3,17,1
2024-01-04 18:00:00,18:00,31.1,42.0,2628.7,3.8,919.8,18,1
2024-01-04 19:00:00,19:00,30.4,43.0,1492.1,3.8,919.7,19,1
2024-01-04 20:00:00,20:00,29.8,43.0,902.2,2.8,919.7,20,1
2024-01-04 21:00:00,21:00,27.6,51.0,161.7,3.9,919.9,21,1
2024-01-04 22:00:00,22:00,24.9,76.0,159.67499999999998,5.9,920.4,22,1
2024-01-04 23:00:00,23:00,23.6,91.0,157.64999999999998,4.8,921.2,23,1
2024-01-05 00:00:00,00:00,23.2,97.0,155.625,4.3,921.8,0,1
2024-01-05 01:00:00,01:00,22.6,95.36363636363636,153.6,4.4,921.9,1,1
2024-01-05 02:00:00,02:00,21.9,93.72727272727273,151.575,5.5,921.8,2,1
2024-01-05 03:00:00,03:00,21.3,92.0909090909091,149.55,5.0,921.3,3,1
2024-01-05 04:00:00,04:00,20.9,90.45454545454545,147.525,4.8,921.2,4,1
2024-01-05 05:00:00,05:00,20.8,88.81818181818181,145.5,4.6,921.0,5,1
2024-01-05 06:00:00,06:00,20.5,87.18181818181819,143.475,5.2,920.5,6,1
2024-01-05 07:00:00,07:00,20.3,85.54545454545455,141.45,4.8,920.7,7,1
2024-01-05 08:00:00,08:00,20.2,83.9090909090909,139.425,4.0,921.5,8,1
2024-01-05 09:00:00,09:00,20.8,82.27272727272727,137.4,3.7,921.9,9,1
2024-01-05 10:00:00,10:00,22.7,80.63636363636364,936.0,4.3,922.0,10,1
2024-01-05 11:00:00,11:00,24.3,79.0,1880.3,5.6,922.4,11,1
2024-01-05 12:00:00,12:00,26.5,64.0,2655.6,5.1,922.3,12,1
2024-01-05 13:00:00,13:00,28.0,56.0,3264.0,3.9,922.0,13,1
2024-01-05 14:00:00,14:00,29.1,50.0,3791.8,4.3,921.4,14,1
2024-01-05 15:00:00,15:00,30.4,45.0,3718.2,3.4,920.9,15,1
2024-01-05 16:00:00,16:00,31.7,42.0,3229.5,1.2,920.0,16,1
2024-01-05 17:00:00,17:00,32.4,37.0,2147.7,2.0,918.9,17,1
2024-01-05 18:00:00,18:00,32.0,37.0,2479.1,2.0,918.4,18,1
2024-01-05 19:00:00,19:00,31.0,41.0,1585.8,3.8,918.3,19,1
2024-01-05 20:00:00,20:00,30.1,43.0,935.1,3.4,918.5,20,1
2024-01-05 21:00:00,21:00,28.0,55.0,169.8,3.8,918.9,21,1
2024-01-05 22:00:00,22:00,26.1,67.0,167.82500000000002,5.4,919.6,22,1
2024-01-05 23:00:00,23:00,24.5,84.0,165.85000000000002,4.4,920.5,23,1
2024-01-06 00:00:00,00:00,23.1,96.0,163.875,3.9,921.0,0,1
2024-01-06 01:00:00,01:00,22.4,93.9090909090909,161.9,2.8,921.3,1,1
2024-01-06 02:00:00,02:00,22.1,91.81818181818181,159.925,3.6,920.9,2,1
2024-01-06 03:00:00,03:00,21.9,89.72727272727273,157.95,4.3,920.4,3,1
2024-01-06 04:00:00,04:00,21.0,87.63636363636364,155.975,3.3,920.5,4,1
2024-01-06 05:00:00,05:00,20.2,85.54545454545455,154.0,5.4,920.4,5,1
2024-01-06 06:00:00,06:00,20.0,83.45454545454545,152.025,5.0,920.5,6,1
2024-01-06 07:00:00,07:00,20.1,81.36363636363636,150.05,3.9,920.9,7,1
2024-01-06 08:00:00,08:00,19.9,79.27272727272728,148.075,4.3,921.5,8,1
2024-01-06 09:00:00,09:00,20.5,77.18181818181819,146.1,3.5,922.2,9,1
2024-01-06 10:00:00,10:00,22.0,75.0909090909091,938.3,4.8,922.7,10,1
2024-01-06 11:00:00,11:00,24.8,73.0,1866.7,6.0,923.0,11,1
2024-01-06 12:00:00,12:00,26.2,63.0,2579.5,4.9,922.8,12,1
2024-01-06 13:00:00,13:00,28.3,54.0,3260.0,4.4,922.5,13,1
2024-01-06 14:00:00,14:00,29.8,47.0,3735.6,4.0,921.9,14,1
2024-01-06 15:00:00,15:00,30.7,43.0,3888.9,4.1,921.1,15,1
2024-01-06 16:00:00,16:00,30.8,40.0,3696.8,2.3,920.4,16,1
2024-01-06 17:00:00,17:00,31.1,39.0,3149.9,3.4,919.6,17,1
2024-01-06 18:00:00,18:00,30.9,38.0,2548.7,2.0,919.1,18,1
2024-01-06 19:00:00,19:00,30.4,43.0,1880.8,2.9,918.9,19,1
2024-01-06 20:00:00,20:00,29.0,47.0,992.1,2.6,919.1,20,1
2024-01-06 21:00:00,21:00,26.7,58.0,174.5,4.4,919.6,21,1
2024-01-06 22:00:00,22:00,25.0,69.0,173.56666666666666,3.9,920.4,22,1
2024-01-06 23:00:00,23:00,23.6,77.0,172.63333333333333,3.9,920.9,23,1
2024-01-07 00:00:00,00:00,22.3,87.0,171.7,2.2,921.3,0,1
2024-01-07 01:00:00,01:00,21.3,98.0,170.76666666666668,3.6,921.5,1,1
2024-01-07 02:00:00,02:00,20.4,95.7,169.83333333333334,3.3,921.2,2,1
2024-01-07 03:00:00,03:00,20.3,93.4,168.9,3.0,920.5,3,1
2024-01-07 04:00:00,04:00,19.8,91.1,167.96666666666667,4.1,920.1,4,1
2024-01-07 05:00:00,05:00,19.5,88.8,167.03333333333333,4.4,920.0,5,1
2024-01-07 06:00:00,06:00,19.2,86.5,166.10000000000002,4.1,920.1,6,1
2024-01-07 07:00:00,07:00,18.8,84.2,165.16666666666669,2.9,920.5,7,1
2024-01-07 08:00:00,08:00,18.6,81.9,164.23333333333335,2.9,920.9,8,1
2024-01-07 09:00:00,09:00,19.0,79.6,163.3,4.2,921.5,9,1
2024-01-07 10:00:00,10:00,20.5,77.3,1028.4,4.7,921.9,10,1
2024-01-07 11:00:00,11:00,23.3,75.0,1976.3,5.2,922.3,11,1
2024-01-07 12:00:00,12:00,25.3,58.0,2763.3,4.2,922.8,12,1
2024-01-07 13:00:00,13:00,28.2,47.0,3363.3,3.8,922.6,13,1
2024-01-07 14:00:00,14:00,30.2,33.0,3812.7,3.0,922.3,14,1
2024-01-07 15:00:00,15:00,30.4,34.0,3982.8,3.1,921.7,15,1
2024-01-07 16:00:00,16:00,30.1,34.0,3750.4,3.3,920.9,16,1
2024-01-07 17:00:00,17:00,30.9,24.0,3313.4,2.3,920.3,17,1
2024-01-07 18:00:00,18:00,30.7,29.0,2729.2,2.3,920.1,18,1
2024-01-07 19:00:00,19:00,31.0,30.0,1964.3,1.7,920.1,19,1
2024-01-07 20:00:00,20:00,29.0,36.0,1040.0,2.0,920.6,20,1
2024-01-07 21:00:00,21:00,27.1,41.0,176.1,2.0,921.1,21,1
2024-01-07 22:00:00,22:00,25.0,58.0,174.04166666666666,2.6,921.8,22,1
2024-01-07 23:00:00,23:00,23.6,61.0,171.98333333333332,2.3,922.2,23,1
2024-01-08 00:00:00,00:00,22.3,79.0,169.925,3.4,922.7,0,1
2024-01-08 01:00:00,01:00,21.1,93.0,167.86666666666667,3.6,922.9,1,1
2024-01-08 02:00:00,02:00,21.3,90.3,165.80833333333334,3.9,922.7,2,1
2024-01-08 03:00:00,03:00,21.2,87.6,163.75,3.1,922.1,3,1
2024-01-08 04:00:00,04:00,20.5,84.9,161.69166666666666,3.8,921.4,4,1
2024-01-08 05:00:00,05:00,19.9,82.2,159.63333333333333,2.2,921.1,5,1
2024-01-08 06:00:00,06:00,19.8,79.5,157.575,2.7,921.1,6,1
2024-01-08 07:00:00,07:00,19.7,76.8,155.51666666666668,2.7,921.0,7,1
2024-01-08 08:00:00,08:00,19.1,74.1,153.45833333333334,3.0,921.2,8,1
2024-01-08 09:00:00,09:00,19.6,71.4,151.4,5.5,921.9,9,1
2024-01-08 10:00:00,10:00,21.6,68.7,974.1,6.1,922.3,10,1
2024-01-08 11:00:00,11:00,23.8,66.0,1927.8,6.4,922.5,11,1
2024-01-08 12:00:00,12:00,26.4,56.0,2706.1,4.8,922.8,12,1
2024-01-08 13:00:00,13:00,28.7,41.0,3288.0,3.0,922.5,13,1
2024-01-08 14:00:00,14:00,29.6,36.0,3743.9,1.8,921.9,14,1
2024-01-08 15:00:00,15:00,32.0,23.0,3847.1,2.6,921.5,15,1
2024-01-08 16:00:00,16:00,32.0,21.0,3533.5,2.8,920.5,16,1
2024-01-08 17:00:00,17:00,33.1,26.0,3340.7,2.8,919.8,17,1
2024-01-08 18:00:00,18:00,31.5,33.0,1953.9,4.7,919.6,18,1
2024-01-08 19:00:00,19:00,31.8,33.0,1443.6,3.5,919.6,19,1
2024-01-08 20:00:00,20:00,31.1,33.0,927.3,3.2,919.7,20,1
2024-01-08 21:00:00,21:00,26.8,65.0,172.3,2.8,920.5,21,1
2024-01-08 22:00:00,22:00,24.1,89.0,163.49166666666667,1.9,921.8,22,1
2024-01-08 23:00:00,23:00,23.7,100.0,154.68333333333334,2.1,922.5,23,1
2024-01-09 00:00:00,00:00,23.0,100.0,145.875,3.1,922.7,0,1
2024-01-09 01:00:00,01:00,23.2,100.0,137.06666666666666,3.5,922.8,1,1
2024-01-09 02:00:00,02:00,23.0,100.0,128.25833333333333,4.1,922.6,2,1
2024-01-09 03:00:00,03:00,22.2,100.0,119.45,4.5,921.8,3,1
2024-01-09 04:00:00,04:00,21.4,100.0,110.64166666666667,4.5,921.4,4,1
2024-01-09 05:00:00,05:00,21.1,100.0,101.83333333333333,3.8,921.3,5,1
2024-01-09 06:00:00,06:00,21.4,100.0,93.02499999999999,2.9,921.4,6,1
2024-01-09 07:00:00,07:00,21.2,100.0,84.21666666666665,3.4,921.7,7,1
2024-01-09 08:00:00,08:00,21.3,100.0,75.40833333333332,3.8,922.3,8,1
2024-01-09 09:00:00,09:00,21.5,100.0,66.6,3.6,922.7,9,1
2024-01-09 10:00:00,10:00,22.4,100.0,531.9,4.7,923.0,10,1
2024-01-09 11:00:00,11:00,23.9,80.0,1280.9,4.2,923.3,11,1
2024-01-09 12:00:00,12:00,25.6,67.0,1580.6,3.2,923.4,12,1
2024-01-09 13:00:00,13:00,27.5,57.0,3059.8,3.7,923.1,13,1
2024-01-09 14:00:00,14:00,28.2,52.0,3243.9,2.8,922.8,14,1
2024-01-09 15:00:00,15:00,28.6,52.0,1364.2,2.2,922.2,15,1
2024-01-09 16:00:00,16:00,30.0,47.0,2001.0,2.7,921.5,16,1
2024-01-09 17:00:00,17:00,30.4,48.0,1744.7,1.7,920.8,17,1
2024-01-09 18:00:00,18:00,30.0,49.0,2041.9,2.1,920.2,18,1
2024-01-09 19:00:00,19:00,29.2,51.0,929.5,2.5,920.0,19,1
2024-01-09 20:00:00,20:00,27.1,64.0,267.5,3.3,920.6,20,1
2024-01-09 21:00:00,21:00,26.1,67.0,22.1,1.3,920.8,21,1
2024-01-09 22:00:00,22:00,24.8,76.0,30.200000000000003,2.8,921.3,22,1
2024-01-09 23:00:00,23:00,23.7,85.0,38.3,4.2,921.8,23,1
2024-01-10 00:00:00,00:00,23.4,98.0,46.400000000000006,2.9,922.2,0,1
2024-01-10 01:00:00,01:00,22.9,96.9090909090909,54.5,3.9,922.0,1,1
2024-01-10 02:00:00,02:00,22.0,95.81818181818181,62.6,4.8,921.7,2,1
2024-01-10 03:00:00,03:00,22.0,94.72727272727273,70.7,5.1,920.9,3,1
2024-01-10 04:00:00,04:00,21.4,93.63636363636364,78.8,3.5,920.4,4,1
2024-01-10 05:00:00,05:00,21.0,92.54545454545455,86.9,3.7,920.0,5,1
2024-01-10 06:00:00,06:00,20.9,91.45454545454545,95.0,3.8,920.1,6,1
2024-01-10 07:00:00,07:00,21.2,90.36363636363636,103.1,3.2,920.5,7,1
2024-01-10 08:00:00,08:00,21.0,89.27272727272728,111.19999999999999,2.7,921.2,8,1
2024-01-10 09:00:00,09:00,21.1,88.18181818181819,119.3,2.8,921.8,9,1
2024-01-10 10:00:00,10:00,22.2,87.0909090909091,770.1,4.0,921.9,10,1
2024-01-10 11:00:00,11:00,23.2,86.0,1223.7,3.3,922.4,11,1
2024-01-10 12:00:00,12:00,24.9,71.0,1523.7,3.3,922.6,12,1
2024-01-10 13:00:00,13:00,26.5,64.0,2324.2,2.7,922.6,13,1
2024-01-10 14:00:00,14:00,27.5,57.0,1950.9,1.8,922.3,14,1
2024-01-10 15:00:00,15:00,29.3,52.0,2762.1,3.4,921.6,15,1
2024-01-10 16:00:00,16:00,28.3,54.0,1425.0,0.9,920.8,16,1
2024-01-10 17:00:00,17:00,29.6,55.0,895.5,1.2,920.2,17,1
2024-01-10 18:00:00,18:00,27.1,70.0,2385.9,3.2,919.7,18,1
2024-01-10 19:00:00,19:00,25.4,76.0,1300.4,3.1,919.9,19,1
2024-01-10 20:00:00,20:00,24.1,83.0,365.7,2.7,920.8,20,1
2024-01-10 21:00:00,21:00,23.0,88.0,64.5,4.0,920.9,21,1
2024-01-10 22:00:00,22:00,22.7,92.0,62.53333333333333,3.2,921.1,22,1
2024-01-10 23:00:00,23:00,22.2,96.0,60.56666666666666,3.2,921.8,23,1
2024-01-11 00:00:00,00:00,21.5,94.38461538461539,58.6,3.1,922.4,0,1
2024-01-11 01:00:00,01:00,21.6,92.76923076923077,56.63333333333333,3.9,922.4,1,1
2024-01-11 02:00:00,02:00,21.6,91.15384615384616,54.666666666666664,2.9,922.3,2,1
2024-01-11 03:00:00,03:00,21.3,89.53846153846153,52.699999999999996,3.8,921.3,3,1
2024-01-11 04:00:00,04:00,21.3,87.92307692307692,50.733333333333334,2.5,920.9,4,1
2024-01-11 05:00:00,05:00,21.0,86.3076923076923,48.766666666666666,2.3,920.7,5,1
2024-01-11 06:00:00,06:00,20.5,84.6923076923077,46.8,3.3,920.4,6,1
2024-01-11 07:00:00,07:00,20.4,83.07692307692308,44.83333333333333,2.8,920.5,7,1
2024-01-11 08:00:00,08:00,20.1,81.46153846153847,42.86666666666666,3.1,921.2,8,1
2024-01-11 09:00:00,09:00,19.6,79.84615384615384,40.9,3.7,922.2,9,1
2024-01-11 10:00:00,10:00,19.9,78.23076923076923,279.2,2.6,922.5,10,1
2024-01-11 11:00:00,11:00,23.3,76.61538461538461,1718.3,3.7,922.8,11,1
2024-01-11 12:00:00,12:00,24.9,75.0,1969.0,2.9,922.8,12,1
2024-01-11 13:00:00,13:00,25.5,69.0,1647.2,2.7,922.7,13,1
2024-01-11 14:00:00,14:00,27.6,59.0,2522.2,2.4,922.4,14,1
2024-01-11 15:00:00,15:00,27.8,59.0,2808.8,2.3,921.8,15,1
2024-01-11 16:00:00,16:00,26.0,68.0,1229.6,1.8,921.2,16,1
2024-01-11 17:00:00,17:00,25.1,77.0,788.4,3.1,920.4,17,1
2024-01-11 18:00:00,18:00,23.5,83.0,1154.3,3.1,920.5,18,1
2024-01-11 19:00:00,19:00,22.6,91.0,424.9,3.0,920.9,19,1
2024-01-11 20:00:00,20:00,22.5,86.0,484.9,2.6,921.0,20,1
2024-01-11 21:00:00,21:00,20.7,97.0,42.8,2.2,921.1,21,1
2024-01-11 22:00:00,22:00,20.8,94.42857142857143,50.00833333333333,1.8,921.0,22,1
2024-01-11 23:00:00,23:00,20.8,91.85714285714286,57.21666666666667,2.4,921.4,23,1
2024-01-12 00:00:00,00:00,20.7,89.28571428571429,64.425,3.7,921.7,0,1
2024-01-12 01:00:00,01:00,20.4,86.71428571428572,71.63333333333333,2.5,921.7,1,1
2024-01-12 02:00:00,02:00,19.7,84.14285714285714,78.84166666666667,2.2,921.3,2,1
2024-01-12 03:00:00,03:00,19.4,81.57142857142857,86.05000000000001,2.1,920.8,3,1
2024-01-12 04:00:00,04:00,19.5,79.0,93.25833333333333,2.5,920.3,4,1
2024-01-12 05:00:00,05:00,19.5,76.42857142857143,100.46666666666667,2.4,920.0,5,1
2024-01-12 06:00:00,06:00,19.5,73.85714285714286,107.675,2.3,919.9,6,1
2024-01-12 07:00:00,07:00,19.2,71.28571428571429,114.88333333333334,0.9,920.4,7,1
2024-01-12 08:00:00,08:00,18.8,68.71428571428572,122.09166666666667,1.1,921.0,8,1
2024-01-12 09:00:00,09:00,19.7,66.14285714285714,129.3,1.7,921.6,9,1
2024-01-12 10:00:00,10:00,21.8,63.57142857142858,900.0,1.7,922.2,10,1
2024-01-12 11:00:00,11:00,23.9,61.0,1843.5,2.2,922.2,11,1
2024-01-12 12:00:00,12:00,26.1,50.0,2638.8,2.2,922.4,12,1
2024-01-12 13:00:00,13:00,26.8,43.0,3263.1,2.3,922.4,13,1
2024-01-12 14:00:00,14:00,28.4,43.0,3624.1,2.4,921.8,14,1
2024-01-12 15:00:00,15:00,29.4,39.0,3900.3,2.0,921.3,15,1
2024-01-12 16:00:00,16:00,29.5,38.0,3625.7,2.1,920.6,16,1
2024-01-12 17:00:00,17:00,29.7,40.0,3188.1,2.9,919.9,17,1
2024-01-12 18:00:00,18:00,29.7,40.0,2735.6,1.9,919.4,18,1
2024-01-12 19:00:00,19:00,28.5,42.0,1692.3,2.2,919.2,19,1
2024-01-12 20:00:00,20:00,27.1,51.0,902.3,2.8,919.4,20,1
2024-01-12 21:00:00,21:00,24.9,61.0,173.0,1.9,919.8,21,1
2024-01-12 22:00:00,22:00,22.8,74.0,168.85833333333332,1.6,920.3,22,1
2024-01-12 23:00:00,23:00,21.8,82.0,164.71666666666667,1.0,921.1,23,1
2024-01-13 00:00:00,00:00,21.5,89.0,160.575,4.4,922.3,0,1
2024-01-13 01:00:00,01:00,20.5,90.0,156.43333333333334,3.2,922.6,1,1
2024-01-13 02:00:00,02:00,19.8,87.88888888888889,152.29166666666666,3.4,922.2,2,1
2024-01-13 03:00:00,03:00,19.3,85.77777777777777,148.15,3.4,921.9,3,1
2024-01-13 04:00:00,04:00,19.4,83.66666666666667,144.00833333333333,3.5,921.4,4,1
2024-01-13 05:00:00,05:00,19.3,81.55555555555556,139.86666666666667,2.4,921.3,5,1
2024-01-13 06:00:00,06:00,19.1,79.44444444444444,135.725,2.5,921.2,6,1
2024-01-13 07:00:00,07:00,19.1,77.33333333333333,131.58333333333331,3.1,921.4,7,1
2024-01-13 08:00:00,08:00,19.0,75.22222222222223,127.44166666666666,2.4,922.1,8,1
2024-01-13 09:00:00,09:00,20.3,73.11111111111111,123.3,1.4,922.8,9,1
2024-01-13 10:00:00,10:00,23.4,71.0,889.2,2.5,923.1,10,1
2024-01-13 11:00:00,11:00,24.9,59.0,1816.6,3.1,923.4,11,1
2024-01-13 12:00:00,12:00,25.7,59.0,2620.0,3.6,923.5,12,1
2024-01-13 13:00:00,13:00,26.9,56.0,2576.9,2.6,923.1,13,1
2024-01-13 14:00:00,14:00,27.7,52.0,2114.2,1.8,922.8,14,1
2024-01-13 15:00:00,15:00,27.4,55.0,1782.9,2.0,922.2,15,1
2024-01-13 16:00:00,16:00,27.6,54.0,1555.7,1.1,921.5,16,1
2024-01-13 17:00:00,17:00,26.7,59.0,872.9,2.7,921.0,17,1
2024-01-13 18:00:00,18:00,22.6,84.0,304.2,1.2,921.2,18,1
2024-01-13 19:00:00,19:00,24.2,82.0,599.2,1.2,921.2,19,1
2024-01-13 20:00:00,20:00,23.6,78.0,293.5,0.8,921.6,20,1
2024-01-13 21:00:00,21:00,22.1,88.0,82.9,1.8,921.8,21,1
2024-01-13 22:00:00,22:00,21.5,87.06666666666666,88.35833333333333,3.9,922.5,22,1
2024-01-13 23:00:00,23:00,20.8,86.13333333333334,93.81666666666668,4.4,923.1,23,1
2024-01-14 00:00:00,00:00,20.4,85.2,99.275,3.8,923.7,0,1
2024-01-14 01:00:00,01:00,20.6,84.26666666666667,104.73333333333333,3.6,924.0,1,1
2024-01-14 02:00:00,02:00,20.3,83.33333333333333,110.19166666666668,3.8,923.8,2,1
2024-01-14 03:00:00,03:00,20.0,82.4,115.65,4.2,923.5,3,1
2024-01-14 04:00:00,04:00,20.2,81.46666666666667,121.10833333333335,3.9,923.3,4,1
2024-01-14 05:00:00,05:00,20.2,80.53333333333333,126.56666666666666,4.0,923.3,5,1
2024-01-14 06:00:00,06:00,20.0,79.6,132.025,3.5,923.2,6,1
